email,name,title,company,domain,region,status
ciso@status.fastly.com,,,status,status.fastly.com,,new
info@status.fastly.com,,,status,status.fastly.com,,new
security@status.figma.com,,,status,status.figma.com,,new
compliance@status.figma.com,,,status,status.figma.com,,new
privacy@status.figma.com,,,status,status.figma.com,,new
legal@status.figma.com,,,status,status.figma.com,,new
cto@status.figma.com,,,status,status.figma.com,,new
ciso@status.figma.com,,,status,status.figma.com,,new
info@status.figma.com,,,status,status.figma.com,,new
security@status.freshworks.com,,,status,status.freshworks.com,,new
compliance@status.freshworks.com,,,status,status.freshworks.com,,new
privacy@status.freshworks.com,,,status,status.freshworks.com,,new
legal@status.freshworks.com,,,status,status.freshworks.com,,new
cto@status.freshworks.com,,,status,status.freshworks.com,,new
ciso@status.freshworks.com,,,status,status.freshworks.com,,new
info@status.freshworks.com,,,status,status.freshworks.com,,new
security@status.github.com,,,status,status.github.com,,new
compliance@status.github.com,,,status,status.github.com,,new
privacy@status.github.com,,,status,status.github.com,,new
legal@status.github.com,,,status,status.github.com,,new
cto@status.github.com,,,status,status.github.com,,new
ciso@status.github.com,,,status,status.github.com,,new
info@status.github.com,,,status,status.github.com,,new
security@status.gitlab.com,,,status,status.gitlab.com,,new
compliance@status.gitlab.com,,,status,status.gitlab.com,,new
privacy@status.gitlab.com,,,status,status.gitlab.com,,new
legal@status.gitlab.com,,,status,status.gitlab.com,,new
cto@status.gitlab.com,,,status,status.gitlab.com,,new
ciso@status.gitlab.com,,,status,status.gitlab.com,,new
info@status.gitlab.com,,,status,status.gitlab.com,,new
security@status.globex.com,,,status,status.globex.com,,new
compliance@status.globex.com,,,status,status.globex.com,,new
privacy@status.globex.com,,,status,status.globex.com,,new
legal@status.globex.com,,,status,status.globex.com,,new
cto@status.globex.com,,,status,status.globex.com,,new
ciso@status.globex.com,,,status,status.globex.com,,new
info@status.globex.com,,,status,status.globex.com,,new
security@status.google.com,,,status,status.google.com,,new
compliance@status.google.com,,,status,status.google.com,,new
privacy@status.google.com,,,status,status.google.com,,new
legal@status.google.com,,,status,status.google.com,,new
cto@status.google.com,,,status,status.google.com,,new
ciso@status.google.com,,,status,status.google.com,,new
info@status.google.com,,,status,status.google.com,,new
security@status.help,,,status,status.help,,new
compliance@status.help,,,status,status.help,,new
privacy@status.help,,,status,status.help,,new
legal@status.help,,,status,status.help,,new
cto@status.help,,,status,status.help,,new
ciso@status.help,,,status,status.help,,new
info@status.help,,,status,status.help,,new
security@status.helpscout.com,,,status,status.helpscout.com,,new
compliance@status.helpscout.com,,,status,status.helpscout.com,,new
privacy@status.helpscout.com,,,status,status.helpscout.com,,new
legal@status.helpscout.com,,,status,status.helpscout.com,,new
cto@status.helpscout.com,,,status,status.helpscout.com,,new
ciso@status.helpscout.com,,,status,status.helpscout.com,,new
info@status.helpscout.com,,,status,status.helpscout.com,,new
security@status.heroku.com,,,status,status.heroku.com,,new
compliance@status.heroku.com,,,status,status.heroku.com,,new
privacy@status.heroku.com,,,status,status.heroku.com,,new
legal@status.heroku.com,,,status,status.heroku.com,,new
cto@status.heroku.com,,,status,status.heroku.com,,new
ciso@status.heroku.com,,,status,status.heroku.com,,new
info@status.heroku.com,,,status,status.heroku.com,,new
security@status.hubspot.com,,,status,status.hubspot.com,,new
compliance@status.hubspot.com,,,status,status.hubspot.com,,new
privacy@status.hubspot.com,,,status,status.hubspot.com,,new
legal@status.hubspot.com,,,status,status.hubspot.com,,new
cto@status.hubspot.com,,,status,status.hubspot.com,,new
ciso@status.hubspot.com,,,status,status.hubspot.com,,new
info@status.hubspot.com,,,status,status.hubspot.com,,new
security@status.intercom.com,,,status,status.intercom.com,,new
compliance@status.intercom.com,,,status,status.intercom.com,,new
privacy@status.intercom.com,,,status,status.intercom.com,,new
legal@status.intercom.com,,,status,status.intercom.com,,new
cto@status.intercom.com,,,status,status.intercom.com,,new
ciso@status.intercom.com,,,status,status.intercom.com,,new
info@status.intercom.com,,,status,status.intercom.com,,new
security@status.linear.app,,,status,status.linear.app,,new
compliance@status.linear.app,,,status,status.linear.app,,new
privacy@status.linear.app,,,status,status.linear.app,,new
legal@status.linear.app,,,status,status.linear.app,,new
cto@status.linear.app,,,status,status.linear.app,,new
ciso@status.linear.app,,,status,status.linear.app,,new
info@status.linear.app,,,status,status.linear.app,,new
security@status.mailgun.com,,,status,status.mailgun.com,,new
compliance@status.mailgun.com,,,status,status.mailgun.com,,new
privacy@status.mailgun.com,,,status,status.mailgun.com,,new
legal@status.mailgun.com,,,status,status.mailgun.com,,new
cto@status.mailgun.com,,,status,status.mailgun.com,,new
ciso@status.mailgun.com,,,status,status.mailgun.com,,new
info@status.mailgun.com,,,status,status.mailgun.com,,new
security@status.microsoft.com,,,status,status.microsoft.com,,new
compliance@status.microsoft.com,,,status,status.microsoft.com,,new
privacy@status.microsoft.com,,,status,status.microsoft.com,,new
legal@status.microsoft.com,,,status,status.microsoft.com,,new
cto@status.microsoft.com,,,status,status.microsoft.com,,new
ciso@status.microsoft.com,,,status,status.microsoft.com,,new
info@status.microsoft.com,,,status,status.microsoft.com,,new
security@status.miro.com,,,status,status.miro.com,,new
compliance@status.miro.com,,,status,status.miro.com,,new
privacy@status.miro.com,,,status,status.miro.com,,new
legal@status.miro.com,,,status,status.miro.com,,new
cto@status.miro.com,,,status,status.miro.com,,new
ciso@status.miro.com,,,status,status.miro.com,,new
info@status.miro.com,,,status,status.miro.com,,new
security@status.monday.com,,,status,status.monday.com,,new
compliance@status.monday.com,,,status,status.monday.com,,new
privacy@status.monday.com,,,status,status.monday.com,,new
legal@status.monday.com,,,status,status.monday.com,,new
cto@status.monday.com,,,status,status.monday.com,,new
ciso@status.monday.com,,,status,status.monday.com,,new
info@status.monday.com,,,status,status.monday.com,,new
security@status.mongodb.com,,,status,status.mongodb.com,,new
compliance@status.mongodb.com,,,status,status.mongodb.com,,new
privacy@status.mongodb.com,,,status,status.mongodb.com,,new
legal@status.mongodb.com,,,status,status.mongodb.com,,new
cto@status.mongodb.com,,,status,status.mongodb.com,,new
ciso@status.mongodb.com,,,status,status.mongodb.com,,new
info@status.mongodb.com,,,status,status.mongodb.com,,new
security@status.netlify.com,,,status,status.netlify.com,,new
compliance@status.netlify.com,,,status,status.netlify.com,,new
privacy@status.netlify.com,,,status,status.netlify.com,,new
legal@status.netlify.com,,,status,status.netlify.com,,new
cto@status.netlify.com,,,status,status.netlify.com,,new
ciso@status.netlify.com,,,status,status.netlify.com,,new
info@status.netlify.com,,,status,status.netlify.com,,new
security@status.newrelic.com,,,status,status.newrelic.com,,new
compliance@status.newrelic.com,,,status,status.newrelic.com,,new
privacy@status.newrelic.com,,,status,status.newrelic.com,,new
legal@status.newrelic.com,,,status,status.newrelic.com,,new
cto@status.newrelic.com,,,status,status.newrelic.com,,new
ciso@status.newrelic.com,,,status,status.newrelic.com,,new
info@status.newrelic.com,,,status,status.newrelic.com,,new
security@status.notion.so,,,status,status.notion.so,,new
compliance@status.notion.so,,,status,status.notion.so,,new
privacy@status.notion.so,,,status,status.notion.so,,new
legal@status.notion.so,,,status,status.notion.so,,new
cto@status.notion.so,,,status,status.notion.so,,new
ciso@status.notion.so,,,status,status.notion.so,,new
info@status.notion.so,,,status,status.notion.so,,new
security@status.okta.com,,,status,status.okta.com,,new
compliance@status.okta.com,,,status,status.okta.com,,new
privacy@status.okta.com,,,status,status.okta.com,,new
legal@status.okta.com,,,status,status.okta.com,,new
cto@status.okta.com,,,status,status.okta.com,,new
ciso@status.okta.com,,,status,status.okta.com,,new
info@status.okta.com,,,status,status.okta.com,,new
security@status.onelogin.com,,,status,status.onelogin.com,,new
compliance@status.onelogin.com,,,status,status.onelogin.com,,new
privacy@status.onelogin.com,,,status,status.onelogin.com,,new
legal@status.onelogin.com,,,status,status.onelogin.com,,new
cto@status.onelogin.com,,,status,status.onelogin.com,,new
ciso@status.onelogin.com,,,status,status.onelogin.com,,new
info@status.onelogin.com,,,status,status.onelogin.com,,new
security@status.paddle.com,,,status,status.paddle.com,,new
compliance@status.paddle.com,,,status,status.paddle.com,,new
privacy@status.paddle.com,,,status,status.paddle.com,,new
legal@status.paddle.com,,,status,status.paddle.com,,new
cto@status.paddle.com,,,status,status.paddle.com,,new
ciso@status.paddle.com,,,status,status.paddle.com,,new
info@status.paddle.com,,,status,status.paddle.com,,new
security@status.postmarkapp.com,,,status,status.postmarkapp.com,,new
compliance@status.postmarkapp.com,,,status,status.postmarkapp.com,,new
privacy@status.postmarkapp.com,,,status,status.postmarkapp.com,,new
legal@status.postmarkapp.com,,,status,status.postmarkapp.com,,new
cto@status.postmarkapp.com,,,status,status.postmarkapp.com,,new
ciso@status.postmarkapp.com,,,status,status.postmarkapp.com,,new
info@status.postmarkapp.com,,,status,status.postmarkapp.com,,new
security@status.recurly.com,,,status,status.recurly.com,,new
compliance@status.recurly.com,,,status,status.recurly.com,,new
privacy@status.recurly.com,,,status,status.recurly.com,,new
legal@status.recurly.com,,,status,status.recurly.com,,new
cto@status.recurly.com,,,status,status.recurly.com,,new
ciso@status.recurly.com,,,status,status.recurly.com,,new
info@status.recurly.com,,,status,status.recurly.com,,new
security@status.render.com,,,status,status.render.com,,new
compliance@status.render.com,,,status,status.render.com,,new
privacy@status.render.com,,,status,status.render.com,,new
legal@status.render.com,,,status,status.render.com,,new
cto@status.render.com,,,status,status.render.com,,new
ciso@status.render.com,,,status,status.render.com,,new
info@status.render.com,,,status,status.render.com,,new
security@status.salesforce.com,,,status,status.salesforce.com,,new
compliance@status.salesforce.com,,,status,status.salesforce.com,,new
privacy@status.salesforce.com,,,status,status.salesforce.com,,new
legal@status.salesforce.com,,,status,status.salesforce.com,,new
cto@status.salesforce.com,,,status,status.salesforce.com,,new
ciso@status.salesforce.com,,,status,status.salesforce.com,,new
info@status.salesforce.com,,,status,status.salesforce.com,,new
security@status.sanity.io,,,status,status.sanity.io,,new
compliance@status.sanity.io,,,status,status.sanity.io,,new
privacy@status.sanity.io,,,status,status.sanity.io,,new
legal@status.sanity.io,,,status,status.sanity.io,,new
cto@status.sanity.io,,,status,status.sanity.io,,new
ciso@status.sanity.io,,,status,status.sanity.io,,new
info@status.sanity.io,,,status,status.sanity.io,,new
security@status.segment.com,,,status,status.segment.com,,new
compliance@status.segment.com,,,status,status.segment.com,,new
privacy@status.segment.com,,,status,status.segment.com,,new
legal@status.segment.com,,,status,status.segment.com,,new
cto@status.segment.com,,,status,status.segment.com,,new
ciso@status.segment.com,,,status,status.segment.com,,new
info@status.segment.com,,,status,status.segment.com,,new
security@status.sendgrid.com,,,status,status.sendgrid.com,,new
compliance@status.sendgrid.com,,,status,status.sendgrid.com,,new
privacy@status.sendgrid.com,,,status,status.sendgrid.com,,new
legal@status.sendgrid.com,,,status,status.sendgrid.com,,new
cto@status.sendgrid.com,,,status,status.sendgrid.com,,new
ciso@status.sendgrid.com,,,status,status.sendgrid.com,,new
info@status.sendgrid.com,,,status,status.sendgrid.com,,new
security@status.sentry.io,,,status,status.sentry.io,,new
compliance@status.sentry.io,,,status,status.sentry.io,,new
privacy@status.sentry.io,,,status,status.sentry.io,,new
legal@status.sentry.io,,,status,status.sentry.io,,new
cto@status.sentry.io,,,status,status.sentry.io,,new
ciso@status.sentry.io,,,status,status.sentry.io,,new
info@status.sentry.io,,,status,status.sentry.io,,new
security@status.slack.com,,,status,status.slack.com,,new
compliance@status.slack.com,,,status,status.slack.com,,new
privacy@status.slack.com,,,status,status.slack.com,,new
legal@status.slack.com,,,status,status.slack.com,,new
cto@status.slack.com,,,status,status.slack.com,,new
ciso@status.slack.com,,,status,status.slack.com,,new
info@status.slack.com,,,status,status.slack.com,,new
security@status.snowflake.com,,,status,status.snowflake.com,,new
compliance@status.snowflake.com,,,status,status.snowflake.com,,new
privacy@status.snowflake.com,,,status,status.snowflake.com,,new
legal@status.snowflake.com,,,status,status.snowflake.com,,new
cto@status.snowflake.com,,,status,status.snowflake.com,,new
ciso@status.snowflake.com,,,status,status.snowflake.com,,new
info@status.snowflake.com,,,status,status.snowflake.com,,new
security@status.stripe.com,,,status,status.stripe.com,,new
compliance@status.stripe.com,,,status,status.stripe.com,,new
privacy@status.stripe.com,,,status,status.stripe.com,,new
legal@status.stripe.com,,,status,status.stripe.com,,new
cto@status.stripe.com,,,status,status.stripe.com,,new
ciso@status.stripe.com,,,status,status.stripe.com,,new
info@status.stripe.com,,,status,status.stripe.com,,new
security@status.supabase.com,,,status,status.supabase.com,,new
compliance@status.supabase.com,,,status,status.supabase.com,,new
privacy@status.supabase.com,,,status,status.supabase.com,,new
legal@status.supabase.com,,,status,status.supabase.com,,new
cto@status.supabase.com,,,status,status.supabase.com,,new
ciso@status.supabase.com,,,status,status.supabase.com,,new
info@status.supabase.com,,,status,status.supabase.com,,new
security@status.twilio.com,,,status,status.twilio.com,,new
compliance@status.twilio.com,,,status,status.twilio.com,,new
privacy@status.twilio.com,,,status,status.twilio.com,,new
legal@status.twilio.com,,,status,status.twilio.com,,new
cto@status.twilio.com,,,status,status.twilio.com,,new
ciso@status.twilio.com,,,status,status.twilio.com,,new
info@status.twilio.com,,,status,status.twilio.com,,new
security@status.vercel.com,,,status,status.vercel.com,,new
compliance@status.vercel.com,,,status,status.vercel.com,,new
privacy@status.vercel.com,,,status,status.vercel.com,,new
legal@status.vercel.com,,,status,status.vercel.com,,new
cto@status.vercel.com,,,status,status.vercel.com,,new
ciso@status.vercel.com,,,status,status.vercel.com,,new
info@status.vercel.com,,,status,status.vercel.com,,new
security@status.zendesk.com,,,status,status.zendesk.com,,new
compliance@status.zendesk.com,,,status,status.zendesk.com,,new
privacy@status.zendesk.com,,,status,status.zendesk.com,,new
legal@status.zendesk.com,,,status,status.zendesk.com,,new
cto@status.zendesk.com,,,status,status.zendesk.com,,new
ciso@status.zendesk.com,,,status,status.zendesk.com,,new
info@status.zendesk.com,,,status,status.zendesk.com,,new
security@status.zoho.com,,,status,status.zoho.com,,new
compliance@status.zoho.com,,,status,status.zoho.com,,new
privacy@status.zoho.com,,,status,status.zoho.com,,new
legal@status.zoho.com,,,status,status.zoho.com,,new
cto@status.zoho.com,,,status,status.zoho.com,,new
ciso@status.zoho.com,,,status,status.zoho.com,,new
info@status.zoho.com,,,status,status.zoho.com,,new
security@status.zoom.us,,,status,status.zoom.us,,new
compliance@status.zoom.us,,,status,status.zoom.us,,new
privacy@status.zoom.us,,,status,status.zoom.us,,new
legal@status.zoom.us,,,status,status.zoom.us,,new
cto@status.zoom.us,,,status,status.zoom.us,,new
ciso@status.zoom.us,,,status,status.zoom.us,,new
info@status.zoom.us,,,status,status.zoom.us,,new
security@supabase.com,,,supabase,supabase.com,,new
compliance@supabase.com,,,supabase,supabase.com,,new
privacy@supabase.com,,,supabase,supabase.com,,new
legal@supabase.com,,,supabase,supabase.com,,new
cto@supabase.com,,,supabase,supabase.com,,new
ciso@supabase.com,,,supabase,supabase.com,,new
info@supabase.com,,,supabase,supabase.com,,new
security@vercel.com,,,vercel,vercel.com,,new
compliance@vercel.com,,,vercel,vercel.com,,new
privacy@vercel.com,,,vercel,vercel.com,,new
legal@vercel.com,,,vercel,vercel.com,,new
cto@vercel.com,,,vercel,vercel.com,,new
ciso@vercel.com,,,vercel,vercel.com,,new
info@vercel.com,,,vercel,vercel.com,,new
security@zendesk.com,,,zendesk,zendesk.com,,new
compliance@zendesk.com,,,zendesk,zendesk.com,,new
privacy@zendesk.com,,,zendesk,zendesk.com,,new
legal@zendesk.com,,,zendesk,zendesk.com,,new
cto@zendesk.com,,,zendesk,zendesk.com,,new
ciso@zendesk.com,,,zendesk,zendesk.com,,new
info@zendesk.com,,,zendesk,zendesk.com,,new
security@zoho.com,,,zoho,zoho.com,,new
compliance@zoho.com,,,zoho,zoho.com,,new
privacy@zoho.com,,,zoho,zoho.com,,new
legal@zoho.com,,,zoho,zoho.com,,new
cto@zoho.com,,,zoho,zoho.com,,new
ciso@zoho.com,,,zoho,zoho.com,,new
info@zoho.com,,,zoho,zoho.com,,new
security@zoom.us,,,zoom,zoom.us,,new
compliance@zoom.us,,,zoom,zoom.us,,new
privacy@zoom.us,,,zoom,zoom.us,,new
legal@zoom.us,,,zoom,zoom.us,,new
cto@zoom.us,,,zoom,zoom.us,,new
ciso@zoom.us,,,zoom,zoom.us,,new
info@zoom.us,,,zoom,zoom.us,,new
security@dashboard.algolia.com,,,dashboard,dashboard.algolia.com,,new
compliance@dashboard.algolia.com,,,dashboard,dashboard.algolia.com,,new
privacy@dashboard.algolia.com,,,dashboard,dashboard.algolia.com,,new
legal@dashboard.algolia.com,,,dashboard,dashboard.algolia.com,,new
cto@dashboard.algolia.com,,,dashboard,dashboard.algolia.com,,new
ciso@dashboard.algolia.com,,,dashboard,dashboard.algolia.com,,new
info@dashboard.algolia.com,,,dashboard,dashboard.algolia.com,,new
security@security.asana.com,,,security,security.asana.com,,new
compliance@security.asana.com,,,security,security.asana.com,,new
privacy@security.asana.com,,,security,security.asana.com,,new
legal@security.asana.com,,,security,security.asana.com,,new
cto@security.asana.com,,,security,security.asana.com,,new
ciso@security.asana.com,,,security,security.asana.com,,new
info@security.asana.com,,,security,security.asana.com,,new
security@paypal.com,,,paypal,paypal.com,,new
compliance@paypal.com,,,paypal,paypal.com,,new
privacy@paypal.com,,,paypal,paypal.com,,new
legal@paypal.com,,,paypal,paypal.com,,new
cto@paypal.com,,,paypal,paypal.com,,new
ciso@paypal.com,,,paypal,paypal.com,,new
info@paypal.com,,,paypal,paypal.com,,new
security@about.gitlab.com,,,about,about.gitlab.com,,new
compliance@about.gitlab.com,,,about,about.gitlab.com,,new
privacy@about.gitlab.com,,,about,about.gitlab.com,,new
legal@about.gitlab.com,,,about,about.gitlab.com,,new
cto@about.gitlab.com,,,about,about.gitlab.com,,new
ciso@about.gitlab.com,,,about,about.gitlab.com,,new
info@about.gitlab.com,,,about,about.gitlab.com,,new
security@sinch.com,,,sinch,sinch.com,,new
compliance@sinch.com,,,sinch,sinch.com,,new
privacy@sinch.com,,,sinch,sinch.com,,new
legal@sinch.com,,,sinch,sinch.com,,new
cto@sinch.com,,,sinch,sinch.com,,new
ciso@sinch.com,,,sinch,sinch.com,,new
info@sinch.com,,,sinch,sinch.com,,new
security@notion.com,,,notion,notion.com,,new
compliance@notion.com,,,notion,notion.com,,new
privacy@notion.com,,,notion,notion.com,,new
legal@notion.com,,,notion,notion.com,,new
cto@notion.com,,,notion,notion.com,,new
ciso@notion.com,,,notion,notion.com,,new
info@notion.com,,,notion,notion.com,,new
security@go.recurly.com,,,go,go.recurly.com,,new
compliance@go.recurly.com,,,go,go.recurly.com,,new
privacy@go.recurly.com,,,go,go.recurly.com,,new
legal@go.recurly.com,,,go,go.recurly.com,,new
cto@go.recurly.com,,,go,go.recurly.com,,new
ciso@go.recurly.com,,,go,go.recurly.com,,new
info@go.recurly.com,,,go,go.recurly.com,,new
security@health.aws.amazon.com,,,health,health.aws.amazon.com,,new
compliance@health.aws.amazon.com,,,health,health.aws.amazon.com,,new
privacy@health.aws.amazon.com,,,health,health.aws.amazon.com,,new
legal@health.aws.amazon.com,,,health,health.aws.amazon.com,,new
cto@health.aws.amazon.com,,,health,health.aws.amazon.com,,new
ciso@health.aws.amazon.com,,,health,health.aws.amazon.com,,new
info@health.aws.amazon.com,,,health,health.aws.amazon.com,,new
security@bitbucket.status.atlassian.com,,,bitbucket,bitbucket.status.atlassian.com,,new
compliance@bitbucket.status.atlassian.com,,,bitbucket,bitbucket.status.atlassian.com,,new
privacy@bitbucket.status.atlassian.com,,,bitbucket,bitbucket.status.atlassian.com,,new
legal@bitbucket.status.atlassian.com,,,bitbucket,bitbucket.status.atlassian.com,,new
cto@bitbucket.status.atlassian.com,,,bitbucket,bitbucket.status.atlassian.com,,new
ciso@bitbucket.status.atlassian.com,,,bitbucket,bitbucket.status.atlassian.com,,new
info@bitbucket.status.atlassian.com,,,bitbucket,bitbucket.status.atlassian.com,,new
security@paypal-status.com,,,paypal-status,paypal-status.com,,new
compliance@paypal-status.com,,,paypal-status,paypal-status.com,,new
privacy@paypal-status.com,,,paypal-status,paypal-status.com,,new
legal@paypal-status.com,,,paypal-status,paypal-status.com,,new
cto@paypal-status.com,,,paypal-status,paypal-status.com,,new
ciso@paypal-status.com,,,paypal-status,paypal-status.com,,new
info@paypal-status.com,,,paypal-status,paypal-status.com,,new
security@canvastatus.com,,,canvastatus,canvastatus.com,,new
compliance@canvastatus.com,,,canvastatus,canvastatus.com,,new
privacy@canvastatus.com,,,canvastatus,canvastatus.com,,new
legal@canvastatus.com,,,canvastatus,canvastatus.com,,new
cto@canvastatus.com,,,canvastatus,canvastatus.com,,new
ciso@canvastatus.com,,,canvastatus,canvastatus.com,,new
info@canvastatus.com,,,canvastatus,canvastatus.com,,new
security@identity.checkout.com,,,identity,identity.checkout.com,,new
compliance@identity.checkout.com,,,identity,identity.checkout.com,,new
privacy@identity.checkout.com,,,identity,identity.checkout.com,,new
legal@identity.checkout.com,,,identity,identity.checkout.com,,new
cto@identity.checkout.com,,,identity,identity.checkout.com,,new
ciso@identity.checkout.com,,,identity,identity.checkout.com,,new
info@identity.checkout.com,,,identity,identity.checkout.com,,new
security@contentfulstatus.com,,,contentfulstatus,contentfulstatus.com,,new
compliance@contentfulstatus.com,,,contentfulstatus,contentfulstatus.com,,new
privacy@contentfulstatus.com,,,contentfulstatus,contentfulstatus.com,,new
legal@contentfulstatus.com,,,contentfulstatus,contentfulstatus.com,,new
cto@contentfulstatus.com,,,contentfulstatus,contentfulstatus.com,,new
ciso@contentfulstatus.com,,,contentfulstatus,contentfulstatus.com,,new
info@contentfulstatus.com,,,contentfulstatus,contentfulstatus.com,,new
security@fastlystatus.com,,,fastlystatus,fastlystatus.com,,new
compliance@fastlystatus.com,,,fastlystatus,fastlystatus.com,,new
privacy@fastlystatus.com,,,fastlystatus,fastlystatus.com,,new
legal@fastlystatus.com,,,fastlystatus,fastlystatus.com,,new
cto@fastlystatus.com,,,fastlystatus,fastlystatus.com,,new
ciso@fastlystatus.com,,,fastlystatus,fastlystatus.com,,new
info@fastlystatus.com,,,fastlystatus,fastlystatus.com,,new
security@githubstatus.com,,,githubstatus,githubstatus.com,,new
compliance@githubstatus.com,,,githubstatus,githubstatus.com,,new
privacy@githubstatus.com,,,githubstatus,githubstatus.com,,new
legal@githubstatus.com,,,githubstatus,githubstatus.com,,new
cto@githubstatus.com,,,githubstatus,githubstatus.com,,new
ciso@githubstatus.com,,,githubstatus,githubstatus.com,,new
info@githubstatus.com,,,githubstatus,githubstatus.com,,new
security@intercomstatus.com,,,intercomstatus,intercomstatus.com,,new
compliance@intercomstatus.com,,,intercomstatus,intercomstatus.com,,new
privacy@intercomstatus.com,,,intercomstatus,intercomstatus.com,,new
legal@intercomstatus.com,,,intercomstatus,intercomstatus.com,,new
cto@intercomstatus.com,,,intercomstatus,intercomstatus.com,,new
ciso@intercomstatus.com,,,intercomstatus,intercomstatus.com,,new
info@intercomstatus.com,,,intercomstatus,intercomstatus.com,,new
security@linearstatus.com,,,linearstatus,linearstatus.com,,new
compliance@linearstatus.com,,,linearstatus,linearstatus.com,,new
privacy@linearstatus.com,,,linearstatus,linearstatus.com,,new
legal@linearstatus.com,,,linearstatus,linearstatus.com,,new
cto@linearstatus.com,,,linearstatus,linearstatus.com,,new
ciso@linearstatus.com,,,linearstatus,linearstatus.com,,new
info@linearstatus.com,,,linearstatus,linearstatus.com,,new
security@netlifystatus.com,,,netlifystatus,netlifystatus.com,,new
compliance@netlifystatus.com,,,netlifystatus,netlifystatus.com,,new
privacy@netlifystatus.com,,,netlifystatus,netlifystatus.com,,new
legal@netlifystatus.com,,,netlifystatus,netlifystatus.com,,new
cto@netlifystatus.com,,,netlifystatus,netlifystatus.com,,new
ciso@netlifystatus.com,,,netlifystatus,netlifystatus.com,,new
info@netlifystatus.com,,,netlifystatus,netlifystatus.com,,new
security@notion-status.com,,,notion-status,notion-status.com,,new
compliance@notion-status.com,,,notion-status,notion-status.com,,new
privacy@notion-status.com,,,notion-status,notion-status.com,,new
legal@notion-status.com,,,notion-status,notion-status.com,,new
cto@notion-status.com,,,notion-status,notion-status.com,,new
ciso@notion-status.com,,,notion-status,notion-status.com,,new
info@notion-status.com,,,notion-status,notion-status.com,,new
security@paddlestatus.com,,,paddlestatus,paddlestatus.com,,new
compliance@paddlestatus.com,,,paddlestatus,paddlestatus.com,,new
privacy@paddlestatus.com,,,paddlestatus,paddlestatus.com,,new
legal@paddlestatus.com,,,paddlestatus,paddlestatus.com,,new
cto@paddlestatus.com,,,paddlestatus,paddlestatus.com,,new
ciso@paddlestatus.com,,,paddlestatus,paddlestatus.com,,new
info@paddlestatus.com,,,paddlestatus,paddlestatus.com,,new
security@sanity-status.com,,,sanity-status,sanity-status.com,,new
compliance@sanity-status.com,,,sanity-status,sanity-status.com,,new
privacy@sanity-status.com,,,sanity-status,sanity-status.com,,new
legal@sanity-status.com,,,sanity-status,sanity-status.com,,new
cto@sanity-status.com,,,sanity-status,sanity-status.com,,new
ciso@sanity-status.com,,,sanity-status,sanity-status.com,,new
info@sanity-status.com,,,sanity-status,sanity-status.com,,new
security@slack-status.com,,,slack-status,slack-status.com,,new
compliance@slack-status.com,,,slack-status,slack-status.com,,new
privacy@slack-status.com,,,slack-status,slack-status.com,,new
legal@slack-status.com,,,slack-status,slack-status.com,,new
cto@slack-status.com,,,slack-status,slack-status.com,,new
ciso@slack-status.com,,,slack-status,slack-status.com,,new
info@slack-status.com,,,slack-status,slack-status.com,,new
security@vercel-status.com,,,vercel-status,vercel-status.com,,new
compliance@vercel-status.com,,,vercel-status,vercel-status.com,,new
privacy@vercel-status.com,,,vercel-status,vercel-status.com,,new
legal@vercel-status.com,,,vercel-status,vercel-status.com,,new
cto@vercel-status.com,,,vercel-status,vercel-status.com,,new
ciso@vercel-status.com,,,vercel-status,vercel-status.com,,new
info@vercel-status.com,,,vercel-status,vercel-status.com,,new
security@zoomstatus.com,,,zoomstatus,zoomstatus.com,,new
compliance@zoomstatus.com,,,zoomstatus,zoomstatus.com,,new
privacy@zoomstatus.com,,,zoomstatus,zoomstatus.com,,new
legal@zoomstatus.com,,,zoomstatus,zoomstatus.com,,new
cto@zoomstatus.com,,,zoomstatus,zoomstatus.com,,new
ciso@zoomstatus.com,,,zoomstatus,zoomstatus.com,,new
info@zoomstatus.com,,,zoomstatus,zoomstatus.com,,new
security@zoom.com,,,zoom,zoom.com,,new
compliance@zoom.com,,,zoom,zoom.com,,new
privacy@zoom.com,,,zoom,zoom.com,,new
legal@zoom.com,,,zoom,zoom.com,,new
cto@zoom.com,,,zoom,zoom.com,,new
ciso@zoom.com,,,zoom,zoom.com,,new
info@zoom.com,,,zoom,zoom.com,,new
eudatarep@atlassian.com,,Legal/Procurement,,atlassian.com,,discovered
ukrepresentative@atlassian.com,,Legal/Procurement,,atlassian.com,,discovered
legalfilings@atlassian.com,,Legal/Procurement,,atlassian.com,,discovered
freshworks.dev,2025-11-06T18:49:08.459Z,autopilot,,,,
freshworks.dev,2025-11-07T02:16:46.270Z,autopilot,,,,
freshworks.dev,2025-11-07T13:03:37.817Z,autopilot,,,,
freshworks.dev,2025-11-07T18:44:19.862Z,autopilot,,,,
freshworks.dev,2025-11-08T02:10:14.568Z,autopilot,,,,
freshworks.dev,2025-11-08T06:44:42.845Z,autopilot,,,,
freshworks.dev,2025-11-08T12:58:03.535Z,autopilot,,,,
freshworks.dev,2025-11-08T18:43:36.441Z,autopilot,,,,
freshworks.dev,2025-11-09T02:20:54.038Z,autopilot,,,,
freshworks.dev,2025-11-09T06:45:01.324Z,autopilot,,,,
freshworks.dev,2025-11-09T12:57:50.588Z,autopilot,,,,
freshworks.dev,2025-11-09T18:42:26.939Z,autopilot,,,,
